id,recencia,frecuencia,n_compras,tasa_compra,valor_monetario,dias_entre_visitas_median,dias_entre_visitas_std,switching_ratio,marcas_distintas,marca_favorita,precio_prom_marca_1,exposicion_promo_1,precio_prom_marca_2,exposicion_promo_2,precio_prom_marca_3,exposicion_promo_3,precio_prom_marca_4,exposicion_promo_4,precio_prom_marca_5,exposicion_promo_5,compra_con_promo_1,compra_con_promo_2,compra_con_promo_3,compra_con_promo_4,compra_con_promo_5,precio_relativo_favorita,genero,estado_civil,edad,nivel_educacion,ingreso_anual,ocupacion,comprador_activo
200000011,726,104,25,0.2403846153846154,122.22,7.0,3.527083755349069,0.72,2,5,1.3870192307692308,0.40384615384615385,1.7977884615384616,0.3173076923076923,2.010673076923077,0.038461538461538464,2.1656730769230768,0.1346153846153846,2.6569230769230767,0.038461538461538464,0.0,0.0,0.0,1.0,0.041666666666666664,1.0008005886471563,0,0,44,1,181262,2,1
200000012,727,105,13,0.12380952380952381,61.49,7.0,3.7192227178663764,0.6923076923076923,2,5,1.4016190476190475,0.34285714285714286,1.7963809523809524,0.3047619047619048,2.0065714285714287,0.02857142857142857,2.153238095238095,0.1523809523809524,2.654380952380952,0.0380952380952381,1.0,0.0,0.0,0.0,0.08333333333333333,0.9998430299732637,0,0,50,1,122830,1,0
200000013,725,103,11,0.10679611650485436,54.09,7.0,4.093607196548665,0.9090909090909091,4,2,1.395242718446602,0.34951456310679613,1.7748543689320389,0.30097087378640774,2.0093203883495145,0.04854368932038835,2.1672815533980585,0.11650485436893204,2.670194174757282,0.02912621359223301,0.0,0.14285714285714285,0.0,0.0,0.5,0.9965499374568436,0,0,34,1,116525,0,0
200000014,719,111,12,0.10810810810810811,42.47,6.0,4.282643365395096,0.8333333333333334,3,2,1.3925225225225224,0.2972972972972973,1.773963963963964,0.27927927927927926,2.001081081081081,0.036036036036036036,2.1466666666666665,0.16216216216216217,2.6352252252252253,0.036036036036036036,0.0,0.2222222222222222,0.0,0.0,0.0,0.9960499905142783,0,0,40,1,76881,0,0
200000015,730,115,10,0.08695652173913043,32.49,7.0,3.118076867801134,0.8,2,2,1.3837391304347826,0.34782608695652173,1.7816521739130433,0.2956521739130435,2.0069565217391303,0.05217391304347826,2.1703478260869566,0.09565217391304348,2.655478260869565,0.034782608695652174,0.5,0.75,0.0,0.0,0.0,1.0003667870233464,1,0,25,0,72188,0,0
200000016,727,106,6,0.05660377358490566,26.009999999999998,6.0,6.418294593932683,0.8333333333333334,1,2,1.4021698113207546,0.330188679245283,1.7874528301886792,0.27358490566037735,1.999622641509434,0.02830188679245283,2.150377358490566,0.14150943396226415,2.6461320754716984,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,1.0036237548906153,1,0,47,1,110287,1,0
200000017,727,99,13,0.13131313131313133,56.88,7.0,4.532603910740028,0.8461538461538461,2,2,1.398888888888889,0.3333333333333333,1.791111111111111,0.3333333333333333,2.006060606060606,0.050505050505050504,2.161818181818182,0.09090909090909091,2.655050505050505,0.030303030303030304,0.0,0.125,0.0,0.0,0.4,1.0056778161636215,0,0,29,0,102723,1,0
200000018,727,102,7,0.06862745098039216,22.55,7.0,3.3933248393495328,0.7142857142857143,2,2,1.3923529411764708,0.4019607843137255,1.7679411764705881,0.35294117647058826,2.00656862745098,0.0392156862745098,2.160980392156863,0.10784313725490197,2.651372549019608,0.049019607843137254,0.0,0.16666666666666666,0.0,0.0,1.0,0.9926682998218465,0,0,25,0,104505,0,0
200000019,725,167,11,0.0658682634730539,34.480000000000004,4.0,2.83670203278068,1.0,3,2,1.3848502994011977,0.3712574850299401,1.7589820359281436,0.3652694610778443,2.004251497005988,0.059880239520958084,2.1635329341317364,0.09580838323353294,2.652155688622755,0.029940119760479042,0.6666666666666666,0.6,0.0,0.0,0.0,0.9876378978330836,0,1,26,1,72429,0,0
200000020,725,101,9,0.0891089108910891,44.09,7.0,3.765875486765087,0.8888888888888888,3,2,1.3952475247524752,0.32673267326732675,1.7843564356435644,0.32673267326732675,2.011980198019802,0.0297029702970297,2.16039603960396,0.13861386138613863,2.6466336633663365,0.019801980198019802,0.0,0.2,0.0,0.0,0.0,1.0018851830707018,1,0,30,1,58207,0,0
200000021,724,104,7,0.0673076923076923,34.370000000000005,7.0,3.334313581357268,0.8571428571428571,1,4,1.3954807692307691,0.2980769230769231,1.7934615384615387,0.3076923076923077,2.0066346153846153,0.04807692307692308,2.160576923076923,0.1346153846153846,2.6532692307692307,0.019230769230769232,0.0,0.0,0.0,0.14285714285714285,0.0,1.0002924214953615,0,0,63,2,135754,1,0
200000022,717,94,26,0.2765957446808511,104.92999999999999,7.0,4.414239146939914,0.7692307692307693,5,4,1.3958510638297874,0.39361702127659576,1.7847872340425532,0.35106382978723405,2.003617021276596,0.031914893617021274,2.158404255319149,0.11702127659574468,2.6556382978723403,0.02127659574468085,0.2,0.2,0.0,0.2222222222222222,0.0,0.9992865313234744,0,0,32,0,121347,1,1
200000023,726,137,8,0.058394160583941604,27.799999999999997,5.0,2.9840443524129716,1.0,3,2,1.3954014598540145,0.38686131386861317,1.7716058394160585,0.32116788321167883,1.9994160583941607,0.072992700729927,2.150583941605839,0.11678832116788321,2.6487591240875914,0.051094890510948905,1.0,0.2,0.0,0.0,0.0,0.9947259444900715,0,0,48,1,94868,0,0
200000024,727,90,11,0.12222222222222222,49.04,7.0,3.687693139970613,1.0,3,2,1.3874444444444445,0.36666666666666664,1.788888888888889,0.35555555555555557,2.0135555555555555,0.044444444444444446,2.166444444444444,0.13333333333333333,2.6634444444444445,0.03333333333333333,0.0,0.5,0.0,0.0,0.0,1.0044300769376122,1,1,32,1,88428,0,0
200000025,729,122,13,0.10655737704918032,45.35,6.0,3.124990358111848,1.0,4,4,1.3934426229508197,0.1885245901639344,1.775655737704918,0.2540983606557377,2.013606557377049,0.01639344262295082,2.1667213114754102,0.12295081967213115,2.661639344262295,0.040983606557377046,0.0,0.0,0.0,0.0,0.0,1.0031371177818411,0,0,24,0,107633,1,0
200000026,730,101,13,0.12871287128712872,61.910000000000004,7.0,3.810087620615525,0.9230769230769231,2,5,1.3944554455445546,0.25742574257425743,1.7856435643564357,0.22772277227722773,2.005148514851485,0.0297029702970297,2.1646534653465346,0.10891089108910891,2.6667326732673264,0.0297029702970297,0.3333333333333333,0.0,0.0,0.0,0.1,1.0044956334457755,0,0,37,1,170146,2,0
200000027,727,123,9,0.07317073170731707,41.72,6.0,3.611661628044037,1.0,5,2,1.3837398373983738,0.35772357723577236,1.7850406504065042,0.34959349593495936,2.006829268292683,0.056910569105691054,2.1608943089430896,0.10569105691056911,2.6563414634146345,0.024390243902439025,1.0,0.25,0.0,0.0,1.0,1.0022693577901325,1,1,33,1,112422,1,0
200000028,722,93,21,0.22580645161290322,107.08,7.0,4.844685199008952,0.7619047619047619,1,2,1.3964516129032258,0.3333333333333333,1.7874193548387096,0.26881720430107525,2.008709677419355,0.043010752688172046,2.150752688172043,0.11827956989247312,2.6526881720430104,0.03225806451612903,0.0,0.23809523809523808,0.0,0.0,0.0,1.0036049590623477,1,0,35,1,53608,0,1
200000029,720,103,8,0.07766990291262135,42.07,7.0,4.546743785679059,1.0,2,2,1.382621359223301,0.33980582524271846,1.773495145631068,0.2912621359223301,2.0076699029126215,0.05825242718446602,2.1617475728155338,0.08737864077669903,2.656990291262136,0.009708737864077669,0.0,0.2857142857142857,0.0,0.0,0.0,0.9957867571535562,1,0,50,1,119068,1,0
200000030,724,101,45,0.44554455445544555,200.33,7.0,4.09062737526071,0.6666666666666666,3,2,1.3957425742574256,0.37623762376237624,1.7815841584158416,0.33663366336633666,2.0057425742574257,0.0594059405940594,2.1587128712871286,0.12871287128712872,2.650891089108911,0.0297029702970297,0.25,0.6216216216216216,0.0,0.0,0.0,1.0003285975016207,0,1,24,1,81210,0,1
200000031,721,108,7,0.06481481481481481,41.49,7.0,3.9744821741056464,1.0,3,2,1.3947222222222222,0.37037037037037035,1.7849074074074076,0.3611111111111111,2.0073148148148148,0.027777777777777776,2.1593518518518517,0.12962962962962962,2.655370370370371,0.037037037037037035,0.5,0.75,0.0,0.0,0.0,1.0021945441576785,1,0,38,1,81014,0,0
200000032,730,159,12,0.07547169811320754,44.27,4.0,2.578549124011239,0.5833333333333334,2,1,1.3960377358490565,0.31446540880503143,1.788867924528302,0.27044025157232704,2.0027672955974842,0.050314465408805034,2.1542138364779873,0.10062893081761007,2.6529559748427674,0.0440251572327044,0.5454545454545454,0.0,0.0,0.0,0.0,1.0028471057248216,1,1,24,1,103181,1,0
200000033,730,108,52,0.48148148148148145,345.9,6.0,4.847816262821274,0.5961538461538461,4,5,1.3845370370370371,0.39814814814814814,1.7697222222222222,0.2962962962962963,2.006388888888889,0.037037037037037035,2.1553703703703704,0.10185185185185185,2.655648148148148,0.037037037037037035,0.2857142857142857,1.0,0.0,0.0,0.02564102564102564,1.0003203528889162,0,0,35,1,172957,1,1
200000034,727,126,29,0.23015873015873015,91.57,5.0,3.709482182800738,0.7241379310344828,4,2,1.3950793650793651,0.30158730158730157,1.7815873015873016,0.3412698412698413,2.0174603174603174,0.05555555555555555,2.1658730158730157,0.09523809523809523,2.6634126984126985,0.03968253968253968,0.0,0.4583333333333333,0.0,0.0,1.0,1.0003303623378668,0,1,26,1,71310,0,1
200000035,730,131,30,0.22900763358778625,111.74,5.0,3.185471266769367,0.8333333333333334,4,5,1.3961832061068702,0.3053435114503817,1.7816793893129772,0.2748091603053435,2.0053435114503815,0.05343511450381679,2.164732824427481,0.11450381679389313,2.646030534351145,0.022900763358778626,0.0,1.0,0.3333333333333333,0.0,0.14285714285714285,0.9966976234117163,0,0,49,1,121592,1,1
200000036,727,102,18,0.17647058823529413,84.47,7.0,3.822859849084528,0.8333333333333334,3,2,1.392843137254902,0.3333333333333333,1.7635294117647058,0.39215686274509803,2.005,0.049019607843137254,2.158333333333333,0.12745098039215685,2.6596078431372554,0.0392156862745098,0.0,0.4166666666666667,0.0,0.2,0.0,0.9901911704760924,1,0,40,1,94674,0,0
200000037,727,144,16,0.1111111111111111,81.35,5.0,2.6885693960579626,0.875,3,2,1.3856944444444443,0.4166666666666667,1.7713888888888887,0.3611111111111111,2.0064583333333332,0.041666666666666664,2.160416666666667,0.125,2.6547916666666667,0.041666666666666664,1.0,0.7142857142857143,0.0,0.0,0.0,0.9946041305327875,0,0,43,1,133105,1,0
200000038,722,117,86,0.7350427350427351,323.25,5.5,3.2879316830834084,0.4186046511627907,3,5,1.389145299145299,0.3418803418803419,1.7808547008547007,0.3076923076923077,2.0048717948717947,0.02564102564102564,2.1651282051282053,0.09401709401709402,2.6507692307692308,0.042735042735042736,0.5,0.3,0.0,0.0,0.05405405405405406,0.998482579177215,0,0,51,1,124990,1,1
200000039,724,104,30,0.28846153846153844,105.31,7.0,4.672360617580753,0.7333333333333333,3,2,1.3853846153846154,0.3942307692307692,1.7632692307692308,0.3173076923076923,2.001153846153846,0.0673076923076923,2.1534615384615385,0.09615384615384616,2.6582692307692306,0.04807692307692308,0.3333333333333333,0.5294117647058824,0.0,0.0,0.0,0.9900450833608301,0,1,22,1,126400,1,1
200000040,727,113,15,0.13274336283185842,64.77,7.0,4.295164666335799,0.8,3,2,1.3857522123893806,0.39823008849557523,1.7703539823008851,0.336283185840708,2.0027433628318585,0.061946902654867256,2.1581415929203542,0.12389380530973451,2.640265486725664,0.02654867256637168,0.0,0.3076923076923077,0.0,0.0,0.0,0.9940230484374891,0,0,37,1,106215,1,0
200000041,726,353,322,0.9121813031161473,1781.05,1.0,2.030919934632033,0.07763975155279502,2,5,1.3907082152974504,0.35127478753541075,1.7896883852691219,0.2776203966005666,2.000934844192635,0.028328611898016998,2.1540509915014163,0.1388101983002833,2.6496883852691218,0.036827195467422094,0.0,1.0,0.0,0.0,0.037383177570093455,0.9980754500351856,0,0,36,1,106205,1,1
200000042,729,121,17,0.14049586776859505,70.55,6.0,3.5313323439247823,0.9411764705882353,5,2,1.4060330578512397,0.24793388429752067,1.7699999999999998,0.2975206611570248,2.0063636363636363,0.03305785123966942,2.1630578512396696,0.10743801652892562,2.6613223140495865,0.03305785123966942,0.0,0.25,0.0,0.0,0.0,0.9938242935165316,0,0,24,0,85270,0,0
200000043,727,116,14,0.1206896551724138,41.96,7.0,3.6920348429375003,0.9285714285714286,3,1,1.3925862068965515,0.4051724137931034,1.7935344827586206,0.3275862068965517,2.0025862068965514,0.02586206896551724,2.154137931034483,0.14655172413793102,2.6516379310344824,0.04310344827586207,0.7,0.0,0.0,0.0,0.0,1.0003676915002198,1,0,38,1,67861,0,0
200000044,727,110,20,0.18181818181818182,67.48,7.0,3.479198903267063,1.0,4,2,1.3806363636363637,0.4,1.7815454545454545,0.37272727272727274,2.0056363636363637,0.045454545454545456,2.1583636363636365,0.12727272727272726,2.6574545454545455,0.045454545454545456,0.3333333333333333,0.8181818181818182,0.0,0.0,0.0,1.0003068659498444,0,0,41,1,69415,0,0
200000045,723,109,12,0.11009174311926606,59.99,7.0,3.4456040991630066,0.9166666666666666,4,2,1.3889908256880734,0.3944954128440367,1.7777064220183487,0.3669724770642202,2.008623853211009,0.045871559633027525,2.155412844036697,0.11009174311926606,2.6569724770642202,0.05504587155963303,0.0,0.3333333333333333,0.0,0.5,0.0,0.9981513157865463,0,0,34,1,102617,0,0
200000046,718,105,25,0.23809523809523808,135.08,7.0,3.8053851233832585,0.76,3,5,1.3967619047619046,0.3238095238095238,1.7880952380952382,0.3142857142857143,2.009714285714286,0.02857142857142857,2.164,0.13333333333333333,2.6567619047619044,0.01904761904761905,1.0,0.75,0.0,0.0,0.1,1.0007398788753243,0,1,65,3,69487,0,1
200000047,727,117,21,0.1794871794871795,85.32000000000001,6.0,3.7092614749644124,0.9047619047619048,3,2,1.3945299145299146,0.3418803418803419,1.7796581196581196,0.3504273504273504,2.009059829059829,0.05128205128205128,2.157948717948718,0.11965811965811966,2.65,0.02564102564102564,0.0,0.4375,0.0,0.0,0.25,0.9992471601526497,0,0,35,1,135090,1,0
200000048,725,100,16,0.16,101.03,7.0,4.010833607823113,0.8125,3,2,1.3903999999999999,0.38,1.7749000000000001,0.35,2.0052,0.06,2.1533,0.13,2.6561000000000003,0.04,1.0,0.36363636363636365,0.0,0.3333333333333333,0.0,0.9965755585098827,0,0,26,0,83442,0,0
200000049,727,136,16,0.11764705882352941,109.9,5.0,3.7266019627879126,0.9375,2,4,1.3808823529411764,0.36764705882352944,1.75375,0.3897058823529412,2.0081617647058825,0.022058823529411766,2.156544117647059,0.125,2.652647058823529,0.029411764705882353,0.0,0.5,0.0,0.3333333333333333,0.0,0.9984253346697215,0,1,32,1,146519,2,0
200000050,730,98,21,0.21428571428571427,177.81,7.0,3.870542553229118,0.9523809523809523,4,2,1.4042857142857144,0.2755102040816326,1.7784693877551019,0.29591836734693877,2.0135714285714283,0.04081632653061224,2.157244897959184,0.09183673469387756,2.659081632653061,0.05102040816326531,0.3333333333333333,0.2,0.0,0.14285714285714285,1.0,0.9985797078115779,1,1,33,1,43805,0,1
200000051,722,121,18,0.1487603305785124,66.83,5.5,3.44341005823176,0.8888888888888888,5,2,1.3940495867768596,0.39669421487603307,1.7672727272727273,0.35537190082644626,2.0092561983471073,0.04132231404958678,2.1550413223140494,0.08264462809917356,2.644793388429752,0.03305785123966942,0.5,0.4,0.0,0.0,0.0,0.992292977193702,1,0,27,0,103787,1,0
200000052,721,110,79,0.7181818181818181,319.59000000000003,7.0,3.150597675879379,0.4050632911392405,3,2,1.397909090909091,0.33636363636363636,1.780181818181818,0.32727272727272727,2.0057272727272726,0.05454545454545454,2.1631818181818185,0.10909090909090909,2.6612727272727272,0.03636363636363636,0.3333333333333333,0.3783783783783784,0.0,0.0,0.0,0.9995412077884296,1,1,28,1,164915,1,1
200000053,727,129,7,0.05426356589147287,40.47,5.0,3.7631331706229214,1.0,1,2,1.3865891472868217,0.37209302325581395,1.7555038759689923,0.34108527131782945,2.008062015503876,0.06201550387596899,2.1577519379844965,0.14728682170542637,2.6467441860465115,0.023255813953488372,0.0,0.14285714285714285,0.0,0.0,0.0,0.9856849713561677,0,0,25,0,43684,0,0
200000054,718,104,23,0.22115384615384615,66.03999999999999,7.0,4.580061740140514,0.8260869565217391,2,5,1.3966346153846154,0.3173076923076923,1.7825961538461537,0.3269230769230769,2.0052884615384614,0.038461538461538464,2.15625,0.10576923076923077,2.6625961538461542,0.028846153846153848,0.0,0.0,0.0,0.0,0.1,1.0029375036272585,0,0,48,1,159714,1,1
200000055,726,139,7,0.050359712230215826,37.46,5.0,3.5802817533846354,1.0,3,5,1.3925179856115109,0.302158273381295,1.780863309352518,0.34532374100719426,2.004028776978417,0.014388489208633094,2.1644604316546765,0.1079136690647482,2.6535251798561155,0.02158273381294964,0.0,1.0,0.0,0.0,0.0,0.9995206805405521,0,0,39,1,91019,2,0
200000056,723,124,10,0.08064516129032258,57.83,6.0,2.7040725822213725,0.9,3,2,1.3943548387096774,0.3629032258064516,1.7772580645161289,0.3387096774193548,2.0064516129032257,0.06451612903225806,2.1631451612903225,0.11290322580645161,2.655241935483871,0.03225806451612903,1.0,0.5,0.0,0.0,0.5,0.9978995708272883,0,0,38,1,75705,0,0
200000057,724,102,15,0.14705882352941177,117.51,7.0,4.034921815773626,0.9333333333333333,1,4,1.39,0.3333333333333333,1.8023529411764707,0.2647058823529412,2.0080392156862743,0.049019607843137254,2.1658823529411766,0.10784313725490197,2.651764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,1.002748701218293,0,1,45,2,215150,2,0
200000058,721,131,19,0.1450381679389313,80.94,5.0,3.2187305875314127,0.8421052631578947,4,4,1.3883969465648855,0.3893129770992366,1.7749618320610687,0.3511450381679389,2.0025190839694655,0.061068702290076333,2.152290076335878,0.08396946564885496,2.6413740458015265,0.03816793893129771,0.5,1.0,0.0,0.1111111111111111,0.0,0.996455821231504,0,0,33,1,116261,1,0
200000059,729,125,17,0.136,64.45,6.0,3.0469703517025253,0.8823529411764706,1,5,1.38832,0.328,1.7718399999999999,0.264,2.0063999999999997,0.04,2.16304,0.12,2.64928,0.04,0.0,0.0,0.0,0.0,0.11764705882352941,0.9979216208854892,1,1,25,1,106987,1,0
200000060,723,109,19,0.1743119266055046,66.11,7.0,2.43801665983743,0.47368421052631576,2,5,1.3897247706422018,0.41284403669724773,1.7835779816513762,0.3394495412844037,2.005412844036697,0.06422018348623854,2.158532110091743,0.10091743119266056,2.6541284403669727,0.03669724770642202,0.0,0.0,0.0,0.0,0.0,0.999747914621816,0,1,40,1,161999,2,0
200000061,721,76,16,0.21052631578947367,78.34,7.0,6.078317690442474,0.75,4,3,1.401578947368421,0.3157894736842105,1.786842105263158,0.35526315789473684,2.002236842105263,0.05263157894736842,2.1403947368421057,0.15789473684210525,2.6557894736842105,0.039473684210526314,1.0,0.6,0.0,0.0,0.0,0.9977317631799802,0,0,34,1,113572,1,1
200000062,726,156,68,0.4358974358974359,290.83,4.0,2.56837783933692,0.5882352941176471,1,5,1.3922435897435896,0.36538461538461536,1.7972435897435897,0.32051282051282054,2.0037820512820512,0.038461538461538464,2.155897435897436,0.15384615384615385,2.6492307692307695,0.02564102564102564,0.0,0.0,0.0,0.0,0.04411764705882353,0.9979030768097297,0,1,39,1,108315,1,1
200000063,726,109,26,0.23853211009174313,115.94,7.0,3.444209954166064,0.46153846153846156,2,5,1.3947706422018349,0.3119266055045872,1.7907339449541284,0.3302752293577982,2.011651376146789,0.045871559633027525,2.167889908256881,0.11009174311926606,2.6621100917431195,0.03669724770642202,0.0,0.0,0.0,0.5,0.09090909090909091,1.0027544154366137,1,1,52,2,123194,1,1
200000064,724,175,76,0.4342857142857143,420.36,3.0,2.5879776012516844,0.4868421052631579,2,5,1.388742857142857,0.34285714285714286,1.7834285714285716,0.3314285714285714,2.0073714285714286,0.045714285714285714,2.1636,0.10857142857142857,2.6613714285714285,0.03428571428571429,0.0,1.0,0.0,0.0,0.04054054054054054,1.0024761783497138,1,1,46,2,81200,0,1
200000065,725,111,10,0.09009009009009009,40.16,7.0,2.9070820315708157,1.0,5,2,1.391081081081081,0.36036036036036034,1.775945945945946,0.3063063063063063,2.007927927927928,0.036036036036036036,2.15963963963964,0.10810810810810811,2.6567567567567565,0.07207207207207207,0.5,0.6,0.0,0.0,1.0,0.9971628390131516,1,1,21,1,120682,1,0
200000066,725,145,28,0.19310344827586207,157.58,5.0,2.5962437752417893,0.4642857142857143,2,5,1.3955862068965519,0.2896551724137931,1.7824137931034483,0.30344827586206896,2.0055862068965515,0.041379310344827586,2.158758620689655,0.11724137931034483,2.6521379310344826,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.9989981364558742,0,0,55,1,157940,1,0
200000067,727,108,11,0.10185185185185185,49.43,7.0,2.754166782823278,1.0,3,2,1.383148148148148,0.4166666666666667,1.7962962962962963,0.3333333333333333,2.0050925925925926,0.07407407407407407,2.1560185185185183,0.12037037037037036,2.6542592592592595,0.05555555555555555,1.0,0.42857142857142855,0.0,0.0,0.0,1.008589207690977,0,0,27,0,64105,0,0
200000068,728,94,15,0.1595744680851064,93.57,7.0,5.36261102523273,0.7333333333333333,2,2,1.3946808510638298,0.3617021276595745,1.7841489361702128,0.3191489361702128,2.0070212765957445,0.0425531914893617,2.1674468085106384,0.0851063829787234,2.645851063829787,0.031914893617021274,0.0,0.7692307692307693,0.0,0.0,0.0,1.001768675716177,0,1,22,1,62263,0,0
200000069,730,79,29,0.3670886075949367,125.75,7.5,5.740430946588198,0.7586206896551724,4,2,1.3983544303797468,0.24050632911392406,1.7951898734177214,0.2911392405063291,2.003670886075949,0.02531645569620253,2.1426582278481012,0.1518987341772152,2.649240506329114,0.0379746835443038,0.0,0.24,0.0,0.0,0.0,1.0079679704392084,0,0,49,1,109053,1,1
200000070,721,102,23,0.22549019607843138,134.92000000000002,7.0,2.7089510592818313,0.8260869565217391,2,2,1.3888235294117646,0.38235294117647056,1.7889215686274509,0.3333333333333333,2.012941176470588,0.058823529411764705,2.1658823529411766,0.10784313725490197,2.6533333333333333,0.029411764705882353,0.0,0.47368421052631576,0.0,0.0,0.0,1.0044484260438769,1,0,46,1,78754,0,1
200000071,730,94,35,0.3723404255319149,167.83,7.0,3.565686293980174,0.6,2,5,1.3877659574468084,0.3191489361702128,1.763936170212766,0.2765957446808511,2.0059574468085106,0.06382978723404255,2.161489361702128,0.09574468085106383,2.6563829787234043,0.031914893617021274,0.0,1.0,0.0,0.0,0.058823529411764705,1.000597146326656,0,1,30,1,168763,2,1
200000072,726,101,20,0.19801980198019803,179.49,7.0,3.6113737278243856,0.8,3,5,1.381980198019802,0.3564356435643564,1.7825742574257426,0.3564356435643564,2.0073267326732673,0.04950495049504951,2.158019801980198,0.1485148514851485,2.654158415841584,0.0297029702970297,0.0,0.0,0.0,1.0,0.05555555555555555,0.9997592056798434,0,0,23,0,101210,1,0
200000073,729,129,21,0.16279069767441862,93.69,6.0,2.85499932774376,0.8571428571428571,3,5,1.4026356589147286,0.24806201550387597,1.7808527131782945,0.26356589147286824,2.011550387596899,0.015503875968992248,2.16046511627907,0.11627906976744186,2.657209302325582,0.031007751937984496,0.0,0.0,0.0,0.0,0.06666666666666667,1.000908403041107,0,0,40,1,151914,2,0
200000074,727,111,22,0.1981981981981982,63.71,7.0,3.523825732045337,0.9545454545454546,4,2,1.3876576576576576,0.36936936936936937,1.774954954954955,0.3333333333333333,2.0065765765765766,0.02702702702702703,2.1553153153153155,0.12612612612612611,2.649279279279279,0.02702702702702703,0.5,0.4444444444444444,0.0,0.75,0.14285714285714285,0.996606414763715,1,0,26,1,106559,0,0
